name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Susan M. Collins,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.302,0.698
Susan M. Collins,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.83,0.17
Susan M. Collins,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Susan M. Collins,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.295,0.705
Susan M. Collins,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.317,0.6829999999999999
Susan M. Collins,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.295,0.705
Susan M. Collins,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,No,0.281,-0.281
Susan M. Collins,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.312,0.688
Susan M. Collins,Feb. 2,Repeal of the stream protection rule (54-45),support,No,0.242,-0.242
Susan M. Collins,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.33399999999999996,0.6659999999999999
Susan M. Collins,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.972,0.027999999999999997
Susan M. Collins,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.963,0.037000000000000005
Susan M. Collins,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.5870000000000001,0.413
Susan M. Collins,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.905,0.095
Susan M. Collins,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.997,0.003
Susan M. Collins,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.8290000000000001,0.171
Susan M. Collins,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.31,0.69
Richard Burr,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.485,0.515
Richard Burr,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.9109999999999999,0.08900000000000001
Richard Burr,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.41600000000000004,0.584
Richard Burr,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.8540000000000001,0.146
Richard Burr,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.442,0.5579999999999999
Richard Burr,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.6920000000000001,0.308
Richard Burr,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,0.975,0.025
Richard Burr,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.531,0.469
Richard Burr,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.466,0.534
Richard Burr,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.433,0.5670000000000001
Richard Burr,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.445,0.555
Richard Burr,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.457,0.5429999999999999
Richard Burr,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.457,0.5429999999999999
Richard Burr,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.9129999999999999,0.087
Richard Burr,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.45799999999999996,0.542
Richard Burr,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.44299999999999995,0.557
Richard Burr,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,0.762,0.23800000000000002
Richard Burr,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.45799999999999996,0.542
Richard Burr,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.445,0.555
Richard Burr,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,0.773,0.22699999999999998
Richard Burr,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.66,0.34
Richard Burr,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,0.862,0.138
Richard Burr,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.7979999999999999,0.20199999999999999
Richard Burr,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.502,0.498
Richard Burr,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.45,0.55
Richard Burr,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.613,0.387
Richard Burr,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.915,0.085
Richard Burr,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Richard Burr,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.484,0.516
Richard Burr,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.479,0.521
Richard Burr,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.483,0.517
Richard Burr,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.433,0.5670000000000001
Richard Burr,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.467,0.5329999999999999
Richard Burr,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.557,0.44299999999999995
Richard Burr,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.5579999999999999,0.442
Richard Burr,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.9890000000000001,0.011000000000000001
Richard Burr,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.976,0.024
Richard Burr,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.7090000000000001,0.29100000000000004
Richard Burr,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.9470000000000001,0.053
Richard Burr,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.9990000000000001,0.001
Richard Burr,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.8959999999999999,0.10400000000000001
Richard Burr,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.45399999999999996,0.546
Thom Tillis,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.485,0.515
Thom Tillis,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.9109999999999999,0.08900000000000001
Thom Tillis,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.41600000000000004,0.584
Thom Tillis,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.8540000000000001,0.146
Thom Tillis,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.442,0.5579999999999999
Thom Tillis,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.6920000000000001,0.308
Thom Tillis,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,0.975,0.025
Thom Tillis,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,0.531,0.469
Thom Tillis,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.466,0.534
Thom Tillis,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.433,0.5670000000000001
Thom Tillis,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.445,0.555
Thom Tillis,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.457,0.5429999999999999
Thom Tillis,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.457,0.5429999999999999
Thom Tillis,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.9129999999999999,0.087
Thom Tillis,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.45799999999999996,0.542
Thom Tillis,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.44299999999999995,0.557
Thom Tillis,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,0.762,0.23800000000000002
Thom Tillis,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.45799999999999996,0.542
Thom Tillis,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.445,0.555
Thom Tillis,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,0.773,0.22699999999999998
Thom Tillis,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.66,0.34
Thom Tillis,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,0.862,0.138
Thom Tillis,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.7979999999999999,0.20199999999999999
Thom Tillis,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.502,0.498
Thom Tillis,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.45,0.55
Thom Tillis,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.613,0.387
Thom Tillis,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.915,0.085
Thom Tillis,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Thom Tillis,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.484,0.516
Thom Tillis,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.479,0.521
Thom Tillis,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.483,0.517
Thom Tillis,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.433,0.5670000000000001
Thom Tillis,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.467,0.5329999999999999
Thom Tillis,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.557,0.44299999999999995
Thom Tillis,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.5579999999999999,0.442
Thom Tillis,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.9890000000000001,0.011000000000000001
Thom Tillis,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.976,0.024
Thom Tillis,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.7090000000000001,0.29100000000000004
Thom Tillis,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.9470000000000001,0.053
Thom Tillis,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.9990000000000001,0.001
Thom Tillis,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.8959999999999999,0.10400000000000001
Thom Tillis,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.45399999999999996,0.546
Jeff Flake,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.48200000000000004,0.518
Jeff Flake,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.9109999999999999,0.08900000000000001
Jeff Flake,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.414,0.586
Jeff Flake,May 4,The 2017 fiscal year appropriations bill (79-18),support,No,0.855,-0.855
Jeff Flake,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.44,0.56
Jeff Flake,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,0.688,0.312
Jeff Flake,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Not voting,0.975,NA
